Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X12..Locked.Up.Status,X13..Shop.Type,X15..Position.in.Shop,X17..How.many.people.work.in.your.shop.each.day.,X18..Shop.Opening.Time,X19..Shop.Closing.Time,X20..Does.the.shop.owner.have.a.bank.account.,X21..Name.of.Bank.1,X22..Name.of.Bank.2,X23..Does.the.shop.owner.Have..a.smart.phone.,X24..Which.payment.platform.have.you.used.,X25..If.you.could.save.money.on.Electricity.would.you.be.willing.to.use.some.on.the.savings.to.fund.value.added.services.such.as.pensions..Healthcare.or.Educational.savings.plans,X26...What.would.be.your.First.Choice.for.value.added.Services,X27..What.would.be.the.second.choice.for.value.added.services,X28..What.would.be.the.Third.choice.for.value.added.services,X29..Is.There.Electricity.Supply.In.The.Shop.,X30..Do.You.Need.More.Hours.of.Electricity.In.This.Shop.,X31..Is.there.a.supply.of.electricity.for.this.shop.from.the.grid.utility..local.discos.NEPA.PHCN..connected.directly.to.this.shop..not.a.shared.connection.from.outside..,X32..How.frequent.do.you.pay.for.this.electricity,X33..How.Much.Do.you.Pay.for.grid.utility.service...local.disco.NEPA.PHCN.etc...during.the.payment.period.you.mentioned.before.,X34..Total.hours.of.power.interruption.from.the.grid.in.a.week.,X35..Is.there.a.supply.of.electricity.from.a..merger..generators.,X36..How.frequently.do.you.pay.for.this.electricity.supply..merger.,X37..How.Much.Do.You.Pay.For.electricity.from.the.merger.Generator..during.the.payment.period.you.mentioned.before.,X47..Total.amount.of.money.spent.on.fuel.for.all.generators..during.the.payment.period.you.mentioned.before.,X48..How.long.do.you.typically.run.the.generator.daily..in.hours..,X49..On.the.most.recent.workday..how.many.hours.of.generator.power.did.this.shop.use.,X51..What.price.do.you.typically.pay.for.fuel..Naira...liter..,X64..Which.appliance.is.the.most.important.for.your.business.to.function.properly,X65..Which.appliance.is.the.Second.most.important.for.your.business.to.function.properly,X66..Which.appliance.is.the.Third.most.important.for.your.business.to.function.properly,Latitude,Longitude
KTS--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK 17)--SNUM(4328)--SLEV(0),2022-05-22 12:13:11,Accept,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION C,LINE 2,BLOCK 17,4328,9.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.9,7.6
ADB--SEC(EXT)--LIN(1)--BL(1)--SNUM(165)--SLEV(0),2022-03-16 14:22:04,Accept,"7.34xxxx, 3.87xxxx",Adelabu Shopping Complex,Closed Shop,SECTION EXT,1,1,165,30.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.34,3.87
OGG--SEC(A)--LIN(2)--BL(1)--SNUM(87)--SLEV(0),2022-06-02 11:19:00,Accept,"6.83xxxx, 7.41xxxx",Ogige Market,Closed Shop,SECTION A,2,1,87,8.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.83,7.41
SBG--SEC(SECTION D)--LIN(LINE 2)--BL(Q)--SNUM(5482)--SLEV(0),2022-06-08 13:50:00,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Open Stall,SECTION D,LINE 2,Q,5482,25.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Sales Boy/Girl,1 to 2,8:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
JMT--SEC(D)--LIN(2)--BL(156)-SNUM(3116)--SLEV(0),2022-04-16 12:46:33,Accept,"9.27xxxx, 12.4xxxx2",Jimeta Central / Modern Market,Closed Shop,SECTION D,2,156,3116,78.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.27,12.4
MDA--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK AAT)--SNUM(2754)--SLEV(0),2022-05-09 16:42:00,Accept,"10.3xxxx8, 9.84xxxx",Muda Lawal Market,Closed Shop,SECTION C,LINE 2,BLOCK AAT,2754,5.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.3,9.84
OKJ--SEC(SECTION F)--LIN(LINE 2)--BL(2)--SNUM(2652)--SLEV(0),2022-05-18 15:28:53,Accept,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION F,LINE 2,2,2652,17.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Lighting, electrical and communications items",Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Guaranty Trust Bank Plc,Access Bank Plc,False,PAGA,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.81,3.93
BBK--SEC(B)--LIN(2)--BL(2)--SNUM(1445)-SLEV(GROUND FLOOR),2023-06-07 11:59:00,Accept,"8.48xxxx, 4.53xxxx",Baboko Market,Closed Shop,SECTION B,2,2,1445,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Traditional Accessories,Owner,03-May,9:00 AM,6:00 PM,FALSE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.48,4.53
Onitsha--SEC(NA)--LIN(NA)--BL(NA)--SNUM(14072)--SLEV(FIRST FLOOR),2022-04-05 14:31:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,LINE 1,1,14072,88.0,FIRST FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Babban-Kasuwa--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK C)--SNUM(212)--SLEV(0),2022-04-12 12:28:00,Accept,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION A,LINE 2,BLOCK C,212,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Drugs/Pharmaceutical,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,United Bank For Africa Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
OTK--SEC(A)--BL(2)--LIN(1)--SNUM(167)--SLEV(0),2022-03-25 14:28:29,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION A,2,1,167,11.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
Onuimo--SEC(A)--LIN(23)--BL(1)--SNUM(440)--SLEV(0),2022-05-25 15:48:01,Accept,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo Industrial And General Goods Market),Closed Shop,SECTION A,23,1,440,24.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.55,7.41
Aba-Ekeoha--SEC(B)--LIN(3)--BL(2)--SNUM(1769)--SLEV(0),2022-03-22 14:14:23,Accept,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,SECTION B,3,2,1769,124.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
Watt--SEC(B)--LIN(9)--BL(3)--SNUM(2569)--SLEV(0),2022-03-22 05:30:26,Accept,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,SECTION B,9,3,2569,3.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,7:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,4.95,8.32
Aba-Ekeoha--SEC(B)--LIN(11)--BL(2)--SNUM(2369)--SLEV(0),2022-03-23 13:07:25,Accept,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,SECTION B,11,2,2369,35.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,5.1,7.36
RKB--SEC(SECTION B)--LIN(LINE 1)--BL(3)--SNUM(727)--SLEV(0),2022-03-19 16:33:24,Accept,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION B,LINE 1,3,727,1.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.92,8.86
OGG--SEC(E)--LIN(6)--BL(5)--SNUM(2584)--SLEV(0),2022-06-02 16:10:00,Accept,"6.83xxxx, 7.41xxxx",Ogige Market,Closed Shop,SECTION E,6,5,2584,88.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.83,7.41
Onitsha--SEC(A)--LIN(17)--BL(1)--SNUM(7816)--SLEV(GROUND FLOOR),2022-05-26 16:59:25,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,17,1,7816,648.0,GROUND FLOOR,SHED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onitsha--SEC(A)--LIN(10)--BL(6)--SNUM(2785)--SLEV(GROUND FLOOR),2022-04-06 16:52:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,10,6,2785,163.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,1 to 2,8:00 AM,6:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
SBG--SEC(SECTION E)--LIN(LINE 1)--BL(AI)--SNUM(6353)--SLEV(0),2022-05-30 14:05:45,Accept,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION E,LINE 1,AI,6353,52.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,11.1,7.72
Babban-Kasuwa--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK AA)--SNUM(2639)--SLEV(1),2022-04-15 14:05:07,Accept,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION C,LINE 1,BLOCK AA,2639,48.0,FIRST FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Fidelity Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,True,True,True,Monthly,500.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.2,11.1
BBK--SEC(E)--LIN(1)--BL(1)--SNUM(2534)-SLEV(GROUND FLOOR),2023-06-16 12:53:25,Decline,"8.48xxxx, 4.53xxxx",Baboko Market,Closed Shop,SECTION E,1,1,2534,21.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,8.48,4.53
OGG--SEC(E)--LIN(6)--BL(1)--SNUM(2214)--SLEV(0),2022-06-01 14:11:00,Accept,"6.83xxxx, 7.41xxxx",Ogige Market,Closed Shop,SECTION E,6,1,2214,71.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.83,7.41
Onitsha--SEC(B)--LIN(10)--BL(4)--SNUM(13813)--SLEV(GROUND FLOOR),2022-03-30 16:44:02,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Closed Shop,SECTION B,10,4,13813,161.0,GROUND FLOOR,UNDER CONSTRUCTION,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
KRM--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK 33)--SNUM(2439)--SLEV(GROUND FLOOR),2022-05-23 14:34:19,Accept,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION C,LINE 2,BLOCK 33,2439,6.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.51
ABG--SEC(SECTION BE)--LIN(LINE 1)--BL(BLOCK BE84)--SNUM(BE4563)--SLEV(0),2022-06-02 23:33:00,Accept,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BE,LINE 1,BLOCK BE84,BE4563,6.0,GROUND FLOOR,LOCKED UP,Packing Shop,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.42
Old-textile--SEC(B)--LIN(1)--BL(1)--SNUM(642)--SLEV(0),2022-05-12 13:51:00,Accept,"7.63xxxx, 5.20xxxx",Old Textile Market,Closed Shop,SECTION B,1,1,642,8.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,7:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,TRUE,Microloans,Pension,Healthcare,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.63,5.2
OGG--SEC(B)--LIN(3)--BL(8)--SNUM(1043)--SLEV(0),2022-05-28 18:06:28,Accept,"6.83xxxx, 7.41xxxx",Ogige Market,Closed Shop,SECTION B,3,8,1043,86.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Stationary/ Bookstore,Owner,1 to 2,7:00 AM,7:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.83,7.41
BMP--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK L)--SNUM(580)--SLEV(0),2022-05-17 10:51:10,Accept,"12.0xxxx7, 8.56xxxx","Bompai Cluster (Textile Manufacturers - (Along Club, Maganda And Mission Roads)",Closed Shop,SECTION A,LINE 2,BLOCK L,580,1.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,12.0,8.56
RKB--SEC(SECTION D)--LIN(LINE 1)--BL(10)--SNUM(2761)--SLEV(0),2022-03-22 17:02:53,Accept,"9.92xxxx, 8.86xxxx",Rukkuba Market (Rukuba Road Satellite Market),Closed Shop,SECTION D,LINE 1,10,2761,25.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Union Bank of Nigeria Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,9.92,8.86
LFW--SEC(B)--LIN(5)--BL(14)--SNUM(523)--SLEV(0),2022-03-07 12:00:00,Accept,"7.15xxxx, 3.32xxxx","Lafenwa Market, Abeokuta",Closed Shop,SECTION B,5,14,523,2.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Food provision and foods perishable items,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Diamond Bank Plc,FIRST BANK NIGERIA LIMITED,True,Quickteller,TRUE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.15,3.32
ADB--SEC(SECTION C)--LIN(1)--BL(1)--SNUM(4)--SLEV(0),2022-03-17 12:26:41,Accept,"7.34xxxx, 3.87xxxx",Adelabu Shopping Complex,Closed Shop,SECTION C,1,1,4,99.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Textile,Owner,1 to 2,9:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,False,None,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.34,3.87
Onitsha--SEC(B)--LIN(10)--BL(4)--SNUM(13672)--SLEV(GROUND FLOOR),2022-04-14 17:11:43,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,10,4,13672,306.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,ICE BLOCK MAKER,Sales Boy/Girl,1 to 2,8:00 AM,5:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,Quickteller,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Watt--SEC(A)--LIN(1)--BL(2)--SNUM(70)--SLEV(0),2022-03-18 08:48:43,Accept,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,SECTION A,1,2,70,31.0,GROUND FLOOR,UNOCCUPIED,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,4.95,8.32
OTK--SEC(E)--BL(1)--LIN(2)--SNUM(3280)--SLEV(0),2022-03-28 15:39:41,Accept,"7.19xxxx, 8.13xxxx",Otukpo Main Market,Closed Shop,SECTION E,1,2,3280,10.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,7.19,8.13
Onitsha--SEC(A)--LIN(11)--BL(2)--SNUM(3655)--SLEV(FIRST FLOOR),2022-06-08 13:04:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,11,2,3655,68.0,FIRST FLOOR,OCCUPIED,Locked up But Occupied,"Leather shoes, hand bags and other leather products and clothing",Sales Boy/Girl,3 to 5,8:00 AM,4:00 PM,I Don't Know,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,Remitta,TRUE,Education,Microloans,"Insurance (Health, Auto, Building or Contents)",True,True,True,Weekly,2000.0,17.0,True,Weekly,4000.0,15000.0,4.0,5.0,154.0,Light Bulbs,Fan,Charging Points,6.14,6.77
TND--SEC(SECTION B)--LIN(LINE 1)--BL(B25)--SNUM(1511)--SLEV(0),2022-06-02 10:16:00,Accept,"10.5xxxx4, 7.40xxxx",Tundun Wada Market,Closed Shop,SECTION B,LINE 1,B25,1511,1.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Textile,Owner,1 to 2,9:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,TRUE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,10.5,7.4
Onitsha--SEC(A)--LIN(19)--BL(3)--SNUM(6133)--SLEV(GROUND FLOOR),2022-05-25 13:05:04,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION A,19,3,6133,91.0,GROUND FLOOR,LOCKED UP,Locked up But Occupied,Tailoring / T-Shirts / Clothing,Owner,1 to 2,8:00 AM,6:00 PM,TRUE,Access Bank Plc,FIRST BANK NIGERIA LIMITED,True,OTHERS,FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
Onitsha--SEC(B)--LIN(17)--BL(5)--SNUM(20855)--SLEV(GROUND FLOOR),2022-04-07 16:40:00,Accept,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,SECTION B,17,5,20855,2.0,GROUND FLOOR,OCCUPIED,Locked up But Occupied,Stationary/ Bookstore,Owner,3 to 5,8:00 AM,5:00 PM,TRUE,Diamond Bank Plc,Fidelity Bank Plc,True,"Quickteller , Remitta , PAGA",FALSE,Healthcare,Education,Savings Account,False,True,True,Monthly,1000.0,25.0,False,Daily,300.0,1000.0,4.0,4.0,185.0,Light Bulbs,Fan,Charging Points,6.14,6.77
